userId	geneSymbol	geneName	entrezgene	gLink
55135	WRAP53	WD repeat containing antisense to TP53	55135	https://www.ncbi.nlm.nih.gov/gene/?term=55135
55139	ANKZF1	ankyrin repeat and zinc finger domain containing 1	55139	https://www.ncbi.nlm.nih.gov/gene/?term=55139
55143	CDCA8	cell division cycle associated 8	55143	https://www.ncbi.nlm.nih.gov/gene/?term=55143
55146	ZDHHC4	zinc finger DHHC-type containing 4	55146	https://www.ncbi.nlm.nih.gov/gene/?term=55146
55149	MTPAP	mitochondrial poly(A) polymerase	55149	https://www.ncbi.nlm.nih.gov/gene/?term=55149
55150	C19orf73	chromosome 19 open reading frame 73	55150	https://www.ncbi.nlm.nih.gov/gene/?term=55150
55152	DALRD3	DALR anticodon binding domain containing 3	55152	https://www.ncbi.nlm.nih.gov/gene/?term=55152
55154	MSTO1	misato mitochondrial distribution and morphology regulator 1	55154	https://www.ncbi.nlm.nih.gov/gene/?term=55154
55156	ARMC1	armadillo repeat containing 1	55156	https://www.ncbi.nlm.nih.gov/gene/?term=55156
55157	DARS2	aspartyl-tRNA synthetase 2, mitochondrial	55157	https://www.ncbi.nlm.nih.gov/gene/?term=55157
55159	RFWD3	ring finger and WD repeat domain 3	55159	https://www.ncbi.nlm.nih.gov/gene/?term=55159
55160	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like	55160	https://www.ncbi.nlm.nih.gov/gene/?term=55160
55163	PNPO	pyridoxamine 5'-phosphate oxidase	55163	https://www.ncbi.nlm.nih.gov/gene/?term=55163
55164	SHQ1	SHQ1, H/ACA ribonucleoprotein assembly factor	55164	https://www.ncbi.nlm.nih.gov/gene/?term=55164
55165	CEP55	centrosomal protein 55	55165	https://www.ncbi.nlm.nih.gov/gene/?term=55165
55166	CENPQ	centromere protein Q	55166	https://www.ncbi.nlm.nih.gov/gene/?term=55166
55167	MSL2	MSL complex subunit 2	55167	https://www.ncbi.nlm.nih.gov/gene/?term=55167
55171	TBCCD1	TBCC domain containing 1	55171	https://www.ncbi.nlm.nih.gov/gene/?term=55171
55173	MRPS10	mitochondrial ribosomal protein S10	55173	https://www.ncbi.nlm.nih.gov/gene/?term=55173
55175	KLHL11	kelch like family member 11	55175	https://www.ncbi.nlm.nih.gov/gene/?term=55175
55176	SEC61A2	Sec61 translocon alpha 2 subunit	55176	https://www.ncbi.nlm.nih.gov/gene/?term=55176
55177	RMDN3	regulator of microtubule dynamics 3	55177	https://www.ncbi.nlm.nih.gov/gene/?term=55177
55179	FAIM	Fas apoptotic inhibitory molecule	55179	https://www.ncbi.nlm.nih.gov/gene/?term=55179
5518	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha	5518	https://www.ncbi.nlm.nih.gov/gene/?term=5518
55181	SMG8	SMG8, nonsense mediated mRNA decay factor	55181	https://www.ncbi.nlm.nih.gov/gene/?term=55181
55182	RNF220	ring finger protein 220	55182	https://www.ncbi.nlm.nih.gov/gene/?term=55182
55194	EVA1B	eva-1 homolog B	55194	https://www.ncbi.nlm.nih.gov/gene/?term=55194
55199	FAM86C1	family with sequence similarity 86 member C1	55199	https://www.ncbi.nlm.nih.gov/gene/?term=55199
5520	PPP2R2A	protein phosphatase 2 regulatory subunit Balpha	5520	https://www.ncbi.nlm.nih.gov/gene/?term=5520
55201	MAP1S	microtubule associated protein 1S	55201	https://www.ncbi.nlm.nih.gov/gene/?term=55201
55206	SBNO1	strawberry notch homolog 1	55206	https://www.ncbi.nlm.nih.gov/gene/?term=55206
55208	DCUN1D2	defective in cullin neddylation 1 domain containing 2	55208	https://www.ncbi.nlm.nih.gov/gene/?term=55208
55210	ATAD3A	ATPase family, AAA domain containing 3A	55210	https://www.ncbi.nlm.nih.gov/gene/?term=55210
55215	FANCI	FA complementation group I	55215	https://www.ncbi.nlm.nih.gov/gene/?term=55215
55222	LRRC20	leucine rich repeat containing 20	55222	https://www.ncbi.nlm.nih.gov/gene/?term=55222
55223	TRIM62	tripartite motif containing 62	55223	https://www.ncbi.nlm.nih.gov/gene/?term=55223
55224	ETNK2	ethanolamine kinase 2	55224	https://www.ncbi.nlm.nih.gov/gene/?term=55224
55226	NAT10	N-acetyltransferase 10	55226	https://www.ncbi.nlm.nih.gov/gene/?term=55226
5523	PPP2R3A	protein phosphatase 2 regulatory subunit B''alpha	5523	https://www.ncbi.nlm.nih.gov/gene/?term=5523
55231	CCDC87	coiled-coil domain containing 87	55231	https://www.ncbi.nlm.nih.gov/gene/?term=55231
55234	SMU1	SMU1, DNA replication regulator and spliceosomal factor	55234	https://www.ncbi.nlm.nih.gov/gene/?term=55234
55237	VRTN	vertebrae development associated	55237	https://www.ncbi.nlm.nih.gov/gene/?term=55237
55238	SLC38A7	solute carrier family 38 member 7	55238	https://www.ncbi.nlm.nih.gov/gene/?term=55238
5524	PTPA	protein phosphatase 2 phosphatase activator	5524	https://www.ncbi.nlm.nih.gov/gene/?term=5524
55240	STEAP3	STEAP3 metalloreductase	55240	https://www.ncbi.nlm.nih.gov/gene/?term=55240
55245	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1	55245	https://www.ncbi.nlm.nih.gov/gene/?term=55245
55247	NEIL3	nei like DNA glycosylase 3	55247	https://www.ncbi.nlm.nih.gov/gene/?term=55247
55248	TMEM206	transmembrane protein 206	55248	https://www.ncbi.nlm.nih.gov/gene/?term=55248
5525	PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha	5525	https://www.ncbi.nlm.nih.gov/gene/?term=5525
55251	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	55251	https://www.ncbi.nlm.nih.gov/gene/?term=55251
55253	TYW1	tRNA-yW synthesizing protein 1 homolog	55253	https://www.ncbi.nlm.nih.gov/gene/?term=55253
55254	TMEM39A	transmembrane protein 39A	55254	https://www.ncbi.nlm.nih.gov/gene/?term=55254
55257	MRGBP	MRG domain binding protein	55257	https://www.ncbi.nlm.nih.gov/gene/?term=55257
55267	PRR34	PRR34 long non-coding RNA	55267	https://www.ncbi.nlm.nih.gov/gene/?term=55267
55270	NUDT15	nudix hydrolase 15	55270	https://www.ncbi.nlm.nih.gov/gene/?term=55270
55273	TMEM100	transmembrane protein 100	55273	https://www.ncbi.nlm.nih.gov/gene/?term=55273
55276	PGM2	phosphoglucomutase 2	55276	https://www.ncbi.nlm.nih.gov/gene/?term=55276
5528	PPP2R5D	protein phosphatase 2 regulatory subunit B'delta	5528	https://www.ncbi.nlm.nih.gov/gene/?term=5528
55280	CWF19L1	CWF19 like cell cycle control factor 1	55280	https://www.ncbi.nlm.nih.gov/gene/?term=55280
55282	LRRC36	leucine rich repeat containing 36	55282	https://www.ncbi.nlm.nih.gov/gene/?term=55282
55287	TMEM40	transmembrane protein 40	55287	https://www.ncbi.nlm.nih.gov/gene/?term=55287
55290	BRF2	BRF2, RNA polymerase III transcription initiation factor subunit	55290	https://www.ncbi.nlm.nih.gov/gene/?term=55290
55295	KLHL26	kelch like family member 26	55295	https://www.ncbi.nlm.nih.gov/gene/?term=55295
55296	TBC1D19	TBC1 domain family member 19	55296	https://www.ncbi.nlm.nih.gov/gene/?term=55296
55299	BRIX1	BRX1, biogenesis of ribosomes	55299	https://www.ncbi.nlm.nih.gov/gene/?term=55299
55308	DDX19A	DEAD-box helicase 19A	55308	https://www.ncbi.nlm.nih.gov/gene/?term=55308
5531	PPP4C	protein phosphatase 4 catalytic subunit	5531	https://www.ncbi.nlm.nih.gov/gene/?term=5531
55311	ZNF444	zinc finger protein 444	55311	https://www.ncbi.nlm.nih.gov/gene/?term=55311
55315	SLC29A3	solute carrier family 29 member 3	55315	https://www.ncbi.nlm.nih.gov/gene/?term=55315
55316	RSAD1	radical S-adenosyl methionine domain containing 1	55316	https://www.ncbi.nlm.nih.gov/gene/?term=55316
55317	AP5S1	adaptor related protein complex 5 subunit sigma 1	55317	https://www.ncbi.nlm.nih.gov/gene/?term=55317
55319	TMA16	translation machinery associated 16 homolog	55319	https://www.ncbi.nlm.nih.gov/gene/?term=55319
55321	TMEM74B	transmembrane protein 74B	55321	https://www.ncbi.nlm.nih.gov/gene/?term=55321
55323	LARP6	La ribonucleoprotein domain family member 6	55323	https://www.ncbi.nlm.nih.gov/gene/?term=55323
55324	ABCF3	ATP binding cassette subfamily F member 3	55324	https://www.ncbi.nlm.nih.gov/gene/?term=55324
55332	DRAM1	DNA damage regulated autophagy modulator 1	55332	https://www.ncbi.nlm.nih.gov/gene/?term=55332
55334	SLC39A9	solute carrier family 39 member 9	55334	https://www.ncbi.nlm.nih.gov/gene/?term=55334
55336	FBXL8	F-box and leucine rich repeat protein 8	55336	https://www.ncbi.nlm.nih.gov/gene/?term=55336
55337	C19orf66	chromosome 19 open reading frame 66	55337	https://www.ncbi.nlm.nih.gov/gene/?term=55337
5534	PPP3R1	protein phosphatase 3 regulatory subunit B, alpha	5534	https://www.ncbi.nlm.nih.gov/gene/?term=5534
55341	LSG1	large 60S subunit nuclear export GTPase 1	55341	https://www.ncbi.nlm.nih.gov/gene/?term=55341
55349	CHDH	choline dehydrogenase	55349	https://www.ncbi.nlm.nih.gov/gene/?term=55349
55352	COPRS	coordinator of PRMT5 and differentiation stimulator	55352	https://www.ncbi.nlm.nih.gov/gene/?term=55352
55353	LAPTM4B	lysosomal protein transmembrane 4 beta	55353	https://www.ncbi.nlm.nih.gov/gene/?term=55353
55355	HJURP	Holliday junction recognition protein	55355	https://www.ncbi.nlm.nih.gov/gene/?term=55355
55356	SLC22A15	solute carrier family 22 member 15	55356	https://www.ncbi.nlm.nih.gov/gene/?term=55356
55357	TBC1D2	TBC1 domain family member 2	55357	https://www.ncbi.nlm.nih.gov/gene/?term=55357
5536	PPP5C	protein phosphatase 5 catalytic subunit	5536	https://www.ncbi.nlm.nih.gov/gene/?term=5536
55362	TMEM63B	transmembrane protein 63B	55362	https://www.ncbi.nlm.nih.gov/gene/?term=55362
55367	PIDD1	p53-induced death domain protein 1	55367	https://www.ncbi.nlm.nih.gov/gene/?term=55367
55374	TMCO6	transmembrane and coiled-coil domains 6	55374	https://www.ncbi.nlm.nih.gov/gene/?term=55374
5538	PPT1	palmitoyl-protein thioesterase 1	5538	https://www.ncbi.nlm.nih.gov/gene/?term=5538
55388	MCM10	minichromosome maintenance 10 replication initiation factor	55388	https://www.ncbi.nlm.nih.gov/gene/?term=55388
554	AVPR2	arginine vasopressin receptor 2	554	https://www.ncbi.nlm.nih.gov/gene/?term=554
554202	MIR31HG	MIR31 host gene	554202	https://www.ncbi.nlm.nih.gov/gene/?term=554202
554203	JPX	JPX transcript, XIST activator	554203	https://www.ncbi.nlm.nih.gov/gene/?term=554203
554206	LOC554206	leucine carboxyl methyltransferase 1 pseudogene	554206	https://www.ncbi.nlm.nih.gov/gene/?term=554206
554235	ASPDH	aspartate dehydrogenase domain containing	554235	https://www.ncbi.nlm.nih.gov/gene/?term=554235
55425	GPALPP1	GPALPP motifs containing 1	55425	https://www.ncbi.nlm.nih.gov/gene/?term=55425
5544	PRB3	proline rich protein BstNI subfamily 3	5544	https://www.ncbi.nlm.nih.gov/gene/?term=5544
55449	DHRS4-AS1	DHRS4 antisense RNA 1	55449	https://www.ncbi.nlm.nih.gov/gene/?term=55449
5545	PRB4	proline rich protein BstNI subfamily 4	5545	https://www.ncbi.nlm.nih.gov/gene/?term=5545
5546	PRCC	proline rich mitotic checkpoint control factor	5546	https://www.ncbi.nlm.nih.gov/gene/?term=5546
55471	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7	55471	https://www.ncbi.nlm.nih.gov/gene/?term=55471
55472	RBM12B-AS1	RBM12B antisense RNA 1	55472	https://www.ncbi.nlm.nih.gov/gene/?term=55472
5549	PRELP	proline and arginine rich end leucine rich repeat protein	5549	https://www.ncbi.nlm.nih.gov/gene/?term=5549
5550	PREP	prolyl endopeptidase	5550	https://www.ncbi.nlm.nih.gov/gene/?term=5550
55502	HES6	hes family bHLH transcription factor 6	55502	https://www.ncbi.nlm.nih.gov/gene/?term=55502
55505	NOP10	NOP10 ribonucleoprotein	55505	https://www.ncbi.nlm.nih.gov/gene/?term=55505
55508	SLC35E3	solute carrier family 35 member E3	55508	https://www.ncbi.nlm.nih.gov/gene/?term=55508
5553	PRG2	proteoglycan 2, pro eosinophil major basic protein	5553	https://www.ncbi.nlm.nih.gov/gene/?term=5553
55530	SVOP	SV2 related protein	55530	https://www.ncbi.nlm.nih.gov/gene/?term=55530
55532	SLC30A10	solute carrier family 30 member 10	55532	https://www.ncbi.nlm.nih.gov/gene/?term=55532
55536	CDCA7L	cell division cycle associated 7 like	55536	https://www.ncbi.nlm.nih.gov/gene/?term=55536
55540	IL17RB	interleukin 17 receptor B	55540	https://www.ncbi.nlm.nih.gov/gene/?term=55540
55553	SOX6	SRY-box 6	55553	https://www.ncbi.nlm.nih.gov/gene/?term=55553
55558	PLXNA3	plexin A3	55558	https://www.ncbi.nlm.nih.gov/gene/?term=55558
55559	HAUS7	HAUS augmin like complex subunit 7	55559	https://www.ncbi.nlm.nih.gov/gene/?term=55559
5557	PRIM1	DNA primase subunit 1	5557	https://www.ncbi.nlm.nih.gov/gene/?term=5557
55571	CNOT11	CCR4-NOT transcription complex subunit 11	55571	https://www.ncbi.nlm.nih.gov/gene/?term=55571
55576	STAB2	stabilin 2	55576	https://www.ncbi.nlm.nih.gov/gene/?term=55576
55588	MED29	mediator complex subunit 29	55588	https://www.ncbi.nlm.nih.gov/gene/?term=55588
55591	VEZT	vezatin, adherens junctions transmembrane protein	55591	https://www.ncbi.nlm.nih.gov/gene/?term=55591
55593	OTUD5	OTU deubiquitinase 5	55593	https://www.ncbi.nlm.nih.gov/gene/?term=55593
55609	ZNF280C	zinc finger protein 280C	55609	https://www.ncbi.nlm.nih.gov/gene/?term=55609
55612	FERMT1	fermitin family member 1	55612	https://www.ncbi.nlm.nih.gov/gene/?term=55612
55615	PRR5	proline rich 5	55615	https://www.ncbi.nlm.nih.gov/gene/?term=55615
55619	DOCK10	dedicator of cytokinesis 10	55619	https://www.ncbi.nlm.nih.gov/gene/?term=55619
55621	TRMT1	tRNA methyltransferase 1	55621	https://www.ncbi.nlm.nih.gov/gene/?term=55621
55622	TTC27	tetratricopeptide repeat domain 27	55622	https://www.ncbi.nlm.nih.gov/gene/?term=55622
55630	SLC39A4	solute carrier family 39 member 4	55630	https://www.ncbi.nlm.nih.gov/gene/?term=55630
55634	KRBOX4	KRAB box domain containing 4	55634	https://www.ncbi.nlm.nih.gov/gene/?term=55634
55636	CHD7	chromodomain helicase DNA binding protein 7	55636	https://www.ncbi.nlm.nih.gov/gene/?term=55636
55638	SYBU	syntabulin	55638	https://www.ncbi.nlm.nih.gov/gene/?term=55638
55640	FLVCR2	feline leukemia virus subgroup C cellular receptor family member 2	55640	https://www.ncbi.nlm.nih.gov/gene/?term=55640
55643	BTBD2	BTB domain containing 2	55643	https://www.ncbi.nlm.nih.gov/gene/?term=55643
55646	LYAR	Ly1 antibody reactive	55646	https://www.ncbi.nlm.nih.gov/gene/?term=55646
55651	NHP2	NHP2 ribonucleoprotein	55651	https://www.ncbi.nlm.nih.gov/gene/?term=55651
55652	SLC48A1	solute carrier family 48 member 1	55652	https://www.ncbi.nlm.nih.gov/gene/?term=55652
55653	BCAS4	breast carcinoma amplified sequence 4	55653	https://www.ncbi.nlm.nih.gov/gene/?term=55653
55656	INTS8	integrator complex subunit 8	55656	https://www.ncbi.nlm.nih.gov/gene/?term=55656
55657	ZNF692	zinc finger protein 692	55657	https://www.ncbi.nlm.nih.gov/gene/?term=55657
55658	RNF126	ring finger protein 126	55658	https://www.ncbi.nlm.nih.gov/gene/?term=55658
55659	ZNF416	zinc finger protein 416	55659	https://www.ncbi.nlm.nih.gov/gene/?term=55659
5566	PRKACA	protein kinase cAMP-activated catalytic subunit alpha	5566	https://www.ncbi.nlm.nih.gov/gene/?term=5566
55661	DDX27	DEAD-box helicase 27	55661	https://www.ncbi.nlm.nih.gov/gene/?term=55661
55665	URGCP	upregulator of cell proliferation	55665	https://www.ncbi.nlm.nih.gov/gene/?term=55665
55666	NPLOC4	NPL4 homolog, ubiquitin recognition factor	55666	https://www.ncbi.nlm.nih.gov/gene/?term=55666
55684	RABL6	RAB, member RAS oncogene family like 6	55684	https://www.ncbi.nlm.nih.gov/gene/?term=55684
55687	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	55687	https://www.ncbi.nlm.nih.gov/gene/?term=55687
55689	YEATS2	YEATS domain containing 2	55689	https://www.ncbi.nlm.nih.gov/gene/?term=55689
55690	PACS1	phosphofurin acidic cluster sorting protein 1	55690	https://www.ncbi.nlm.nih.gov/gene/?term=55690
55695	NSUN5	NOP2/Sun RNA methyltransferase family member 5	55695	https://www.ncbi.nlm.nih.gov/gene/?term=55695
55699	IARS2	isoleucyl-tRNA synthetase 2, mitochondrial	55699	https://www.ncbi.nlm.nih.gov/gene/?term=55699
5570	PKIB	cAMP-dependent protein kinase inhibitor beta	5570	https://www.ncbi.nlm.nih.gov/gene/?term=5570
55702	YJU2	YJU2 splicing factor homolog	55702	https://www.ncbi.nlm.nih.gov/gene/?term=55702
55706	NDC1	NDC1 transmembrane nucleoporin	55706	https://www.ncbi.nlm.nih.gov/gene/?term=55706
55707	NECAP2	NECAP endocytosis associated 2	55707	https://www.ncbi.nlm.nih.gov/gene/?term=55707
5571	PRKAG1	protein kinase AMP-activated non-catalytic subunit gamma 1	5571	https://www.ncbi.nlm.nih.gov/gene/?term=5571
55720	TSR1	TSR1, ribosome maturation factor	55720	https://www.ncbi.nlm.nih.gov/gene/?term=55720
55721	IQCC	IQ motif containing C	55721	https://www.ncbi.nlm.nih.gov/gene/?term=55721
55722	CEP72	centrosomal protein 72	55722	https://www.ncbi.nlm.nih.gov/gene/?term=55722
55723	ASF1B	anti-silencing function 1B histone chaperone	55723	https://www.ncbi.nlm.nih.gov/gene/?term=55723
55726	INTS13	integrator complex subunit 13	55726	https://www.ncbi.nlm.nih.gov/gene/?term=55726
55732	C1orf112	chromosome 1 open reading frame 112	55732	https://www.ncbi.nlm.nih.gov/gene/?term=55732
55734	ZFP64	ZFP64 zinc finger protein	55734	https://www.ncbi.nlm.nih.gov/gene/?term=55734
55738	ARFGAP1	ADP ribosylation factor GTPase activating protein 1	55738	https://www.ncbi.nlm.nih.gov/gene/?term=55738
55740	ENAH	ENAH, actin regulator	55740	https://www.ncbi.nlm.nih.gov/gene/?term=55740
55741	EDEM2	ER degradation enhancing alpha-mannosidase like protein 2	55741	https://www.ncbi.nlm.nih.gov/gene/?term=55741
55744	COA1	cytochrome c oxidase assembly factor 1 homolog	55744	https://www.ncbi.nlm.nih.gov/gene/?term=55744
5575	PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta	5575	https://www.ncbi.nlm.nih.gov/gene/?term=5575
55755	CDK5RAP2	CDK5 regulatory subunit associated protein 2	55755	https://www.ncbi.nlm.nih.gov/gene/?term=55755
55757	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2	55757	https://www.ncbi.nlm.nih.gov/gene/?term=55757
55759	WDR12	WD repeat domain 12	55759	https://www.ncbi.nlm.nih.gov/gene/?term=55759
5577	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta	5577	https://www.ncbi.nlm.nih.gov/gene/?term=5577
55770	EXOC2	exocyst complex component 2	55770	https://www.ncbi.nlm.nih.gov/gene/?term=55770
55771	PRR11	proline rich 11	55771	https://www.ncbi.nlm.nih.gov/gene/?term=55771
55776	SAYSD1	SAYSVFN motif domain containing 1	55776	https://www.ncbi.nlm.nih.gov/gene/?term=55776
5578	PRKCA	protein kinase C alpha	5578	https://www.ncbi.nlm.nih.gov/gene/?term=5578
55780	ERMARD	ER membrane associated RNA degradation	55780	https://www.ncbi.nlm.nih.gov/gene/?term=55780
55787	TXLNG	taxilin gamma	55787	https://www.ncbi.nlm.nih.gov/gene/?term=55787
55789	DEPDC1B	DEP domain containing 1B	55789	https://www.ncbi.nlm.nih.gov/gene/?term=55789
55790	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	55790	https://www.ncbi.nlm.nih.gov/gene/?term=55790
55791	LRIF1	ligand dependent nuclear receptor interacting factor 1	55791	https://www.ncbi.nlm.nih.gov/gene/?term=55791
55794	DDX28	DEAD-box helicase 28	55794	https://www.ncbi.nlm.nih.gov/gene/?term=55794
55795	PCID2	PCI domain containing 2	55795	https://www.ncbi.nlm.nih.gov/gene/?term=55795
55798	METTL2B	methyltransferase like 2B	55798	https://www.ncbi.nlm.nih.gov/gene/?term=55798
5580	PRKCD	protein kinase C delta	5580	https://www.ncbi.nlm.nih.gov/gene/?term=5580
55802	DCP1A	decapping mRNA 1A	55802	https://www.ncbi.nlm.nih.gov/gene/?term=55802
55814	BDP1	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB	55814	https://www.ncbi.nlm.nih.gov/gene/?term=55814
55815	TSNAXIP1	translin associated factor X interacting protein 1	55815	https://www.ncbi.nlm.nih.gov/gene/?term=55815
5582	PRKCG	protein kinase C gamma	5582	https://www.ncbi.nlm.nih.gov/gene/?term=5582
55821	ALLC	allantoicase	55821	https://www.ncbi.nlm.nih.gov/gene/?term=55821
55830	GLT8D1	glycosyltransferase 8 domain containing 1	55830	https://www.ncbi.nlm.nih.gov/gene/?term=55830
55833	UBAP2	ubiquitin associated protein 2	55833	https://www.ncbi.nlm.nih.gov/gene/?term=55833
55835	CENPJ	centromere protein J	55835	https://www.ncbi.nlm.nih.gov/gene/?term=55835
55839	CENPN	centromere protein N	55839	https://www.ncbi.nlm.nih.gov/gene/?term=55839
5584	PRKCI	protein kinase C iota	5584	https://www.ncbi.nlm.nih.gov/gene/?term=5584
55841	WWC3	WWC family member 3	55841	https://www.ncbi.nlm.nih.gov/gene/?term=55841
55846	ITFG2	integrin alpha FG-GAP repeat containing 2	55846	https://www.ncbi.nlm.nih.gov/gene/?term=55846
5585	PKN1	protein kinase N1	5585	https://www.ncbi.nlm.nih.gov/gene/?term=5585
55850	USE1	unconventional SNARE in the ER 1	55850	https://www.ncbi.nlm.nih.gov/gene/?term=55850
55851	PSENEN	presenilin enhancer, gamma-secretase subunit	55851	https://www.ncbi.nlm.nih.gov/gene/?term=55851
55852	TEX2	testis expressed 2	55852	https://www.ncbi.nlm.nih.gov/gene/?term=55852
55859	BEX1	brain expressed X-linked 1	55859	https://www.ncbi.nlm.nih.gov/gene/?term=55859
55863	TMEM126B	transmembrane protein 126B	55863	https://www.ncbi.nlm.nih.gov/gene/?term=55863
55869	HDAC8	histone deacetylase 8	55869	https://www.ncbi.nlm.nih.gov/gene/?term=55869
55872	PBK	PDZ binding kinase	55872	https://www.ncbi.nlm.nih.gov/gene/?term=55872
55885	LMO3	LIM domain only 3	55885	https://www.ncbi.nlm.nih.gov/gene/?term=55885
5589	PRKCSH	protein kinase C substrate 80K-H	5589	https://www.ncbi.nlm.nih.gov/gene/?term=5589
55890	GPRC5C	G protein-coupled receptor class C group 5 member C	55890	https://www.ncbi.nlm.nih.gov/gene/?term=55890
5590	PRKCZ	protein kinase C zeta	5590	https://www.ncbi.nlm.nih.gov/gene/?term=5590
55905	RNF114	ring finger protein 114	55905	https://www.ncbi.nlm.nih.gov/gene/?term=55905
5591	PRKDC	protein kinase, DNA-activated, catalytic subunit	5591	https://www.ncbi.nlm.nih.gov/gene/?term=5591
55920	RCC2	regulator of chromosome condensation 2	55920	https://www.ncbi.nlm.nih.gov/gene/?term=55920
55922	NKRF	NFKB repressing factor	55922	https://www.ncbi.nlm.nih.gov/gene/?term=55922
5594	MAPK1	mitogen-activated protein kinase 1	5594	https://www.ncbi.nlm.nih.gov/gene/?term=5594
5596	MAPK4	mitogen-activated protein kinase 4	5596	https://www.ncbi.nlm.nih.gov/gene/?term=5596
55967	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12	55967	https://www.ncbi.nlm.nih.gov/gene/?term=55967
55971	BAIAP2L1	BAI1 associated protein 2 like 1	55971	https://www.ncbi.nlm.nih.gov/gene/?term=55971
55975	KLHL7	kelch like family member 7	55975	https://www.ncbi.nlm.nih.gov/gene/?term=55975
5598	MAPK7	mitogen-activated protein kinase 7	5598	https://www.ncbi.nlm.nih.gov/gene/?term=5598
5599	MAPK8	mitogen-activated protein kinase 8	5599	https://www.ncbi.nlm.nih.gov/gene/?term=5599
56005	MYDGF	myeloid derived growth factor	56005	https://www.ncbi.nlm.nih.gov/gene/?term=56005
56006	SMG9	SMG9, nonsense mediated mRNA decay factor	56006	https://www.ncbi.nlm.nih.gov/gene/?term=56006
5601	MAPK9	mitogen-activated protein kinase 9	5601	https://www.ncbi.nlm.nih.gov/gene/?term=5601
5603	MAPK13	mitogen-activated protein kinase 13	5603	https://www.ncbi.nlm.nih.gov/gene/?term=5603
56033	BARX1	BARX homeobox 1	56033	https://www.ncbi.nlm.nih.gov/gene/?term=56033
5604	MAP2K1	mitogen-activated protein kinase kinase 1	5604	https://www.ncbi.nlm.nih.gov/gene/?term=5604
5605	MAP2K2	mitogen-activated protein kinase kinase 2	5605	https://www.ncbi.nlm.nih.gov/gene/?term=5605
56052	ALG1	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase	56052	https://www.ncbi.nlm.nih.gov/gene/?term=56052
56061	UBFD1	ubiquitin family domain containing 1	56061	https://www.ncbi.nlm.nih.gov/gene/?term=56061
56101	PCDHGB5	protocadherin gamma subfamily B, 5	56101	https://www.ncbi.nlm.nih.gov/gene/?term=56101
56114	PCDHGA1	protocadherin gamma subfamily A, 1	56114	https://www.ncbi.nlm.nih.gov/gene/?term=56114
5612	THAP12	THAP domain containing 12	5612	https://www.ncbi.nlm.nih.gov/gene/?term=5612
56120	PCDHGB8P	protocadherin gamma subfamily B, 8 pseudogene	56120	https://www.ncbi.nlm.nih.gov/gene/?term=56120
56122	PCDHB14	protocadherin beta 14	56122	https://www.ncbi.nlm.nih.gov/gene/?term=56122
56127	PCDHB9	protocadherin beta 9	56127	https://www.ncbi.nlm.nih.gov/gene/?term=56127
56139	PCDHA10	protocadherin alpha 10	56139	https://www.ncbi.nlm.nih.gov/gene/?term=56139
56143	PCDHA5	protocadherin alpha 5	56143	https://www.ncbi.nlm.nih.gov/gene/?term=56143
56146	PCDHA2	protocadherin alpha 2	56146	https://www.ncbi.nlm.nih.gov/gene/?term=56146
56159	TEX11	testis expressed 11	56159	https://www.ncbi.nlm.nih.gov/gene/?term=56159
56164	STK31	serine/threonine kinase 31	56164	https://www.ncbi.nlm.nih.gov/gene/?term=56164
56169	GSDMC	gasdermin C	56169	https://www.ncbi.nlm.nih.gov/gene/?term=56169
5617	PRL	prolactin	5617	https://www.ncbi.nlm.nih.gov/gene/?term=5617
56171	DNAH7	dynein axonemal heavy chain 7	56171	https://www.ncbi.nlm.nih.gov/gene/?term=56171
56180	MOSPD1	motile sperm domain containing 1	56180	https://www.ncbi.nlm.nih.gov/gene/?term=56180
56204	FAM214A	family with sequence similarity 214 member A	56204	https://www.ncbi.nlm.nih.gov/gene/?term=56204
5623	PSPN	persephin	5623	https://www.ncbi.nlm.nih.gov/gene/?term=5623
5624	PROC	protein C, inactivator of coagulation factors Va and VIIIa	5624	https://www.ncbi.nlm.nih.gov/gene/?term=5624
56245	C21orf62	chromosome 21 open reading frame 62	56245	https://www.ncbi.nlm.nih.gov/gene/?term=56245
56252	YLPM1	YLP motif containing 1	56252	https://www.ncbi.nlm.nih.gov/gene/?term=56252
56255	TMX4	thioredoxin related transmembrane protein 4	56255	https://www.ncbi.nlm.nih.gov/gene/?term=56255
56257	MEPCE	methylphosphate capping enzyme	56257	https://www.ncbi.nlm.nih.gov/gene/?term=56257
